Year,Country,Units,Product,Indicator,Value
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.2 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.4 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,19.5 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.1 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,33.8 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.7 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,1.6 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,14.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,36.5 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,28.7 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,116.4 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solar photovoltaic,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,France,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,39.4 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.3 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),"Tide, Wave and Ocean",Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,206.5 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,4512.2 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1413.5 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1108.8 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,5.6 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2633.1 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,10931.0 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1434.8 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1012.5 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1000.3 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,5095.1 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,7948.9 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,9449.8 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1439.3 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2552.8 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,178.5 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,7260.2 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,992.0 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,44.2 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1869.5 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,580.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,184.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,214.1 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1236.9 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1118.5 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,6987.7 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2545.2 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3795.1 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1055.4 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,9442.5 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,588.6 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,800.8 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,3465.5 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,1738.7 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,2445.0 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Solid biofuels (excluding charcoal),Primary production,244.5 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,201.4 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,159.5 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.1 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,11.4 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,374.9 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,6421.5 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,105.1 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,2.9 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,88.6 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,290.9 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,57.9 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,515.5 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,11.4 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,53.0 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,55.9 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.7 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1178.8 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,11.6 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,15.7 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,51.9 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,2.2 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,290.6 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,19.1 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,168.0 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,56.9 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,27.3 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.9 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,126.7 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,38.1 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,62.0 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,128.7 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1973.9 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,143.7 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,333.1 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,20.8 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,83.7 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,2595.6 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,467.9 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,175.7 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,193.0 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1506.0 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,45.0 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,44.4 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,806.8 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,10.9 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,854.1 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,169.1 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,32.5 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,86.0 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,769.5 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,18.6 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,483.6 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,81.2 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,169.6 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,65.9 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,393.7 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,193.4 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,9.5 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,422.5 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,152.7 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,57.8 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,13.3 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,1.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,110.0 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,42.5 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,113.8 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,51.9 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,5.3 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,78.2 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,181.8 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,277.7 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,7.1 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,5.8 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,152.6 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,2492.0 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,124.3 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,444.6 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,253.9 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1959.9 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,34.7 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,128.9 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,23.9 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.1 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,253.6 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,94.3 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,80.4 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.8 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1040.1 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,555.2 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,268.8 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,88.7 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,114.0 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.9 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,99.3 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,16.8 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,221.3 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,24.7 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,90.7 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,22.2 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,15.9 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,59.4 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
